Date,GLD,QQQ,SPY
2004-11-19,0.8972642338663128,-1.56476169222457,-1.1179678672606386
2004-11-22,0.37891939800971386,0.9520247235001555,0.4758103531904645
2004-11-23,-0.44593331698337124,-0.15374957849432214,0.1524662820314049
2004-11-24,0.6681522398089168,0.8682338984759674,0.23668865905381864
2004-11-26,0.5313310663947579,-0.30562207292752497,-0.07604284901052694
2004-11-29,0.2425860874068153,-0.02544465700347054,-0.4573228454229472
2004-11-30,-0.6186555139933159,-0.20430872376744347,0.06789035125711607
2004-12-01,0.574591937179525,2.0243736627326037,1.1302257011108097
2004-12-02,-0.9520724998133279,0.3750433844207368,0.08388086771837777
2004-12-03,1.435690516738486,0.14961990783621815,-0.06709906443047586
2004-12-06,-0.947457392853579,0.3483046457225747,-0.033528723111952985
2004-12-07,-0.13291441789489156,-1.7283259627063785,-0.9354820242739592
2004-12-08,-2.4687122265904193,0.5794000735031446,0.58254195322478
2004-12-09,-0.5239778472644119,0.6010744963685699,0.35294007104917924
2004-12-10,-0.7796420199883691,-0.3001081933869276,0.10062778754242885
2004-12-13,1.0761437086444836,0.8727729618653424,0.8677206210061961
2004-12-14,-0.8232395318801267,0.49530154636956425,0.34834335157150065
2004-12-15,1.0052687736461952,-0.3712711048002859,0.07445154398943998
2004-12-16,-0.7072035092997364,-0.9466138100967747,-0.057932966272122854
2004-12-17,1.160814964240986,-0.2556079481820017,-0.6691441792409769
2004-12-20,0.3388719563795384,-0.6864410581248759,0.025088817352969528
2004-12-21,-0.2710004594953297,1.2170297009462594,0.7671146952619168
2004-12-22,-0.4533116537217996,0.12596862786802276,0.24057812299629333
2004-12-23,0.5663170587009159,0.07546917738761039,0.07454879706445539
2004-12-27,0.4732382566559501,-0.42849635015418386,-0.20726788797409412
2004-12-28,-0.24760983329743524,0.9553480665654757,0.5461950009483019
2004-12-29,-1.6131193691017565,0.12493250156793145,0.14843675028064496
2004-12-30,0.38862085801194546,-0.07500100709743052,-0.18973241954807207
2004-12-31,-0.06847562433134335,-0.17524376547708442,-0.21485737972106733
2005-01-03,-1.7968665483389934,-1.0575658959243839,-0.47271305022116294
2005-01-04,-0.6529845317733152,-1.8396969718811995,-1.2294622187948967
2005-01-05,-0.1639234874652118,-0.6207461754636601,-0.6924532603665767
2005-01-06,-1.2261333638892147,-0.494200563202396,0.5071347542314086
2005-01-07,-0.738189724541849,0.5201247069886339,-0.143430246757692
2005-01-10,0.2625627696485555,-0.051901321060565664,0.471708585052788
2005-01-11,0.6178687004495309,-0.7032355643742605,-0.6914700721670997
2005-01-12,0.9197079351983994,0.8329499569709409,0.329451957562199
2005-01-13,0.0,-1.330741330157803,-0.8043843095071779
2005-01-14,-0.6594437117674268,0.9411387154254935,0.5256574129907321
2005-01-18,0.0,0.7517859000809146,1.0349447686690993
2005-01-19,-0.14188078686103722,-1.6666687493047672,-1.0517714361107267
2005-01-20,-0.023661866710300572,-1.9356432207572993,-0.6109559108208984
2005-01-21,1.1530935359385541,-0.8064716988876341,-0.6146349315149457
2005-01-24,0.07016437791640406,-1.4133979406266928,-0.19717132250045566
2005-01-25,-1.2469253807297243,0.49150004144644655,0.28277229789095415
2005-01-26,1.0596989466519435,1.1914411053330909,0.2989942978430804
2005-01-27,-0.1641066991845186,-0.13464471404693867,0.1704438399153574
2005-01-28,0.1641066991845186,-0.4863810653335854,0.0
2005-01-31,-1.1070597267868632,1.2917699458175669,0.6197234889373071
2005-02-01,-0.2846366888905383,0.3203504405969948,0.6327230585749355
2005-02-02,0.14241961696690453,0.15972591132635827,0.3022894191169634
2005-02-03,-1.1450495846862196,-1.150820518360396,-0.26026053873433597
2005-02-04,-0.5051101072885533,1.6021719879063756,1.061969957326525
2005-02-07,-0.4834448837688132,-0.2121392851316184,-0.1331788944379575
2005-02-08,-0.024238789355113255,0.18563021980382288,0.1165377406030288
2005-02-09,0.12111676893593604,-1.6833413470289216,-0.7515171016613031
2005-02-10,1.059481664464279,0.10767842445034148,0.35976739135969993
2005-02-11,0.7873160646245658,1.4696628264389222,0.8565102595354368
2005-02-14,1.110722514585083,0.4498707710195671,-0.07454879706445539
2005-02-15,0.07048653790646675,0.6580395072779854,0.372180240771236
2005-02-16,-0.14101382284348318,-0.3679764957783771,0.0660242935047961
2005-02-17,0.49266747034084624,-1.3519191601417013,-0.8117751326104816
2005-02-18,0.04679564397696012,-0.3207489560816068,0.13299247533815617
2005-02-22,1.899963774231761,-1.239273469113611,-1.498003095542888
2005-02-23,-0.34487108457081916,0.1354590519993426,0.714094567565926
2005-02-24,-0.20748442692024582,1.2643324004745438,0.6592030398461013
2005-02-25,0.39156600844623135,0.559783618085774,0.9848258973213397
2005-02-28,0.06893894267663292,-1.0689620319530135,-0.6610090920731615
2005-03-01,-0.7146948198724079,1.095531924769233,0.4962028900374449
2005-03-02,0.06938540552079431,-0.053146847100737915,-0.04953824762576886
2005-03-03,-0.649500718272078,-0.8276777686663905,0.04128203949456122
2005-03-04,0.9496303825856867,0.5881192358041076,1.2379377047799345
2005-03-07,0.20725430611832074,1.428958478539144,0.04892694901625916
2005-03-08,1.2800118961104445,-1.0034265525997288,-0.37537547364427937
2005-03-09,-0.022710554600369193,-0.2923400264150722,-1.1179313456787021
2005-03-10,0.40807198474173134,-0.13319189952434307,0.22288933447613957
2005-03-11,0.5190117471778777,-0.9371878305965531,-0.7035051679729065
2005-03-14,-0.9043731773192398,0.4562346908165704,0.6210668646888351
2005-03-15,0.06811804995412452,-0.8066344355649235,-0.8289523878581839
2005-03-16,0.5658043661345147,-1.1404053289225224,-0.8526655218978441
2005-03-17,-1.1120089001181555,0.24545719190030013,0.20132578665137402
2005-03-18,0.159616259073303,-0.5463393154720997,-0.2973718630869371
2005-03-21,-1.8395534624859433,0.19164444869610442,-0.37188511063774854
2005-03-22,-1.026364545444114,-1.2379319511095943,-1.021292104686644
2005-03-23,-0.540740374280535,0.3592035357257384,0.08554051173179644
2005-03-24,-0.07074350055784606,0.027615515445367222,0.11956355309203914
2005-03-28,0.3532360327589412,0.1928068957921525,0.1449761127002347
2005-03-29,0.04700460069093637,-0.8012197466397364,-0.6670868700714649
2005-03-30,0.11741045353952373,1.8686761653388118,1.4059966550515668
2005-03-31,0.4916294198632265,-0.4365623518943096,-0.1863644870696568
2005-04-01,-0.4681674425482729,-1.0169111290896815,-0.4502848395589787
2005-04-04,-0.5175203383487759,0.7157087130978734,0.17017996207782105
2005-04-05,0.11785325043955908,0.2738805756157259,0.4749802110076473
2005-04-06,0.42313251025842824,-0.16425909316146736,0.3462750515947022
2005-04-07,-0.14084831613394577,1.1982429186087273,0.5381723108470737
2005-04-08,0.2814895929692529,-0.8153925948623186,-1.045342888370815
2005-04-11,0.21060065188698296,-0.43765521518621675,0.07620721710290823
2005-04-12,0.14015740215325145,0.4922330079077941,0.5152500957615658
2005-04-13,0.1399612360886593,-1.650178461005547,-1.1865001405334752
2005-04-14,-1.3848364312432526,-1.4244908327180283,-1.312911657799365
2005-04-15,0.21249010358106446,-2.304803150308077,-1.409174599891383
2005-04-18,0.6816270375332945,0.028817190626062583,0.3061347578294793
2005-04-19,1.3725937732485427,0.6882277638227574,0.7916305069420204
2005-04-20,0.27688699314190046,-0.8322425636364983,-1.4048890273542725
2005-04-21,-0.4850521088753723,2.616758942896391,1.9234119414969442
2005-04-22,0.4620030567513034,-1.499075923992077,-0.3799915317741487
2005-04-25,0.1151658268548239,0.8230304797536725,0.6554614243182932
2005-04-26,0.4593502966645513,-0.9370974544211208,-0.9761607574802156
2005-04-27,-1.0133634068111963,0.14248873341822232,0.38988830887047854
2005-04-28,-0.4640397217137604,-1.0020899778413472,-1.2616904852428945
2005-04-29,0.8106552333935646,0.6596656359642683,1.348097411182625
2005-05-02,-1.0901126355547852,0.3994214642142335,0.5600669037976402
2005-05-03,-0.2802494768305852,0.5112204815731047,0.1715984376093438
2005-05-04,0.3268814598599068,1.2107623229340447,0.7688967957091286
2005-05-05,0.02330339451916963,0.08388329127524408,-0.03402012681696931
2005-05-06,-0.9130331207844122,0.27930913002309765,-0.3154929112128002
2005-05-09,0.07052728493701643,0.472905599172746,0.6215040127426796
2005-05-10,0.2112928454566898,-0.7242567901518449,-1.0408877704220387
2005-05-11,0.11719030574264266,0.5020039436991031,0.5473592878141531
2005-05-12,-1.249276798710497,-0.27855294089600413,-1.106357585949258
